geometry,centroid,mugs,cens,club,hood
"POLYGON ((-58.44805905369264 -34.59641999776194, -58.44805905369264 -34.59864189852516, -58.45051375036611 -34.59864189852516, -58.45051375036611 -34.59641999776194, -58.44805905369264 -34.59641999776194))",POINT (-58.44928640202937 -34.59753094814356),7,0,0,VILLA CRESPO
"POLYGON ((-58.44560435701916 -34.59641999776194, -58.44560435701916 -34.59864189852516, -58.44805905369264 -34.59864189852516, -58.44805905369264 -34.59641999776194, -58.44560435701916 -34.59641999776194))",POINT (-58.4468317053559 -34.59753094814355),7,0,0,VILLA CRESPO
"POLYGON ((-58.44314966034568 -34.59641999776194, -58.44314966034568 -34.59864189852516, -58.44560435701916 -34.59864189852516, -58.44560435701916 -34.59641999776194, -58.44314966034568 -34.59641999776194))",POINT (-58.44437700868241 -34.59753094814355),3,0,0,VILLA CRESPO
"POLYGON ((-58.44069496367219 -34.59641999776194, -58.44069496367219 -34.59864189852516, -58.44314966034568 -34.59864189852516, -58.44314966034568 -34.59641999776194, -58.44069496367219 -34.59641999776194))",POINT (-58.44192231200893 -34.59753094814355),2,0,0,VILLA CRESPO
"POLYGON ((-58.43824026699871 -34.59641999776194, -58.43824026699871 -34.59864189852516, -58.44069496367219 -34.59864189852516, -58.44069496367219 -34.59641999776194, -58.43824026699871 -34.59641999776194))",POINT (-58.43946761533545 -34.59753094814355),7,0,0,VILLA CRESPO
"POLYGON ((-58.43578557032523 -34.59641999776194, -58.43578557032523 -34.59864189852516, -58.43824026699871 -34.59864189852516, -58.43824026699871 -34.59641999776194, -58.43578557032523 -34.59641999776194))",POINT (-58.43701291866196 -34.59753094814355),8,0,0,VILLA CRESPO
"POLYGON ((-58.43333087365175 -34.59641999776194, -58.43333087365175 -34.59864189852516, -58.43578557032523 -34.59864189852516, -58.43578557032523 -34.59641999776194, -58.43333087365175 -34.59641999776194))",POINT (-58.43455822198849 -34.59753094814355),6,0,0,VILLA CRESPO
"POLYGON ((-58.43087617697827 -34.59641999776194, -58.43087617697827 -34.59864189852516, -58.43333087365175 -34.59864189852516, -58.43333087365175 -34.59641999776194, -58.43087617697827 -34.59641999776194))",POINT (-58.432103525315 -34.59753094814355),5,0,1,VILLA CRESPO
"POLYGON ((-58.42842148030478 -34.59641999776194, -58.42842148030478 -34.59864189852516, -58.43087617697827 -34.59864189852516, -58.43087617697827 -34.59641999776194, -58.42842148030478 -34.59641999776194))",POINT (-58.42964882864153 -34.59753094814355),4,0,1,VILLA CRESPO
"POLYGON ((-58.4259667836313 -34.59641999776194, -58.4259667836313 -34.59864189852516, -58.42842148030478 -34.59864189852516, -58.42842148030478 -34.59641999776194, -58.4259667836313 -34.59641999776194))",POINT (-58.42719413196804 -34.59753094814355),10,0,1,VILLA CRESPO
"POLYGON ((-58.42351208695782 -34.59641999776194, -58.42351208695782 -34.59864189852516, -58.4259667836313 -34.59864189852516, -58.4259667836313 -34.59641999776194, -58.42351208695782 -34.59641999776194))",POINT (-58.42473943529455 -34.59753094814355),13,0,1,VILLA CRESPO
"POLYGON ((-58.42105739028434 -34.59641999776194, -58.42105739028434 -34.59864189852516, -58.42351208695782 -34.59864189852516, -58.42351208695782 -34.59641999776194, -58.42105739028434 -34.59641999776194))",POINT (-58.42228473862108 -34.59753094814355),21,0,1,PALERMO
"POLYGON ((-58.41860269361086 -34.59641999776194, -58.41860269361086 -34.59864189852516, -58.42105739028434 -34.59864189852516, -58.42105739028434 -34.59641999776194, -58.41860269361086 -34.59641999776194))",POINT (-58.41983004194759 -34.59753094814355),37,0,1,PALERMO
"POLYGON ((-58.41614799693738 -34.59641999776194, -58.41614799693738 -34.59864189852516, -58.41860269361086 -34.59864189852516, -58.41860269361086 -34.59641999776194, -58.41614799693738 -34.59641999776194))",POINT (-58.41737534527412 -34.59753094814356),16,0,1,PALERMO
"POLYGON ((-58.4136933002639 -34.59641999776194, -58.4136933002639 -34.59864189852516, -58.41614799693738 -34.59864189852516, -58.41614799693738 -34.59641999776194, -58.4136933002639 -34.59641999776194))",POINT (-58.41492064860063 -34.59753094814355),18,0,1,RECOLETA
"POLYGON ((-58.41123860359042 -34.59641999776194, -58.41123860359042 -34.59864189852516, -58.4136933002639 -34.59864189852516, -58.4136933002639 -34.59641999776194, -58.41123860359042 -34.59641999776194))",POINT (-58.41246595192716 -34.59753094814355),20,0,1,RECOLETA
"POLYGON ((-58.40878390691694 -34.59641999776194, -58.40878390691694 -34.59864189852516, -58.41123860359042 -34.59864189852516, -58.41123860359042 -34.59641999776194, -58.40878390691694 -34.59641999776194))",POINT (-58.41001125525368 -34.59753094814355),28,0,1,RECOLETA
"POLYGON ((-58.40632921024346 -34.59641999776194, -58.40632921024346 -34.59864189852516, -58.40878390691694 -34.59864189852516, -58.40878390691694 -34.59641999776194, -58.40632921024346 -34.59641999776194))",POINT (-58.4075565585802 -34.59753094814355),26,0,1,RECOLETA
"POLYGON ((-58.40387451356997 -34.59641999776194, -58.40387451356997 -34.59864189852516, -58.40632921024346 -34.59864189852516, -58.40632921024346 -34.59641999776194, -58.40387451356997 -34.59641999776194))",POINT (-58.40510186190672 -34.59753094814355),13,0,1,RECOLETA
"POLYGON ((-58.40141981689649 -34.59641999776194, -58.40141981689649 -34.59864189852516, -58.40387451356997 -34.59864189852516, -58.40387451356997 -34.59641999776194, -58.40141981689649 -34.59641999776194))",POINT (-58.40264716523324 -34.59753094814355),18,0,1,RECOLETA
"POLYGON ((-58.39896512022301 -34.59641999776194, -58.39896512022301 -34.59864189852516, -58.40141981689649 -34.59864189852516, -58.40141981689649 -34.59641999776194, -58.39896512022301 -34.59641999776194))",POINT (-58.40019246855975 -34.59753094814355),16,0,1,RECOLETA
"POLYGON ((-58.39651042354953 -34.59641999776194, -58.39651042354953 -34.59864189852516, -58.39896512022301 -34.59864189852516, -58.39896512022301 -34.59641999776194, -58.39651042354953 -34.59641999776194))",POINT (-58.39773777188626 -34.59753094814355),14,0,1,RECOLETA
"POLYGON ((-58.39405572687605 -34.59641999776194, -58.39405572687605 -34.59864189852516, -58.39651042354953 -34.59864189852516, -58.39651042354953 -34.59641999776194, -58.39405572687605 -34.59641999776194))",POINT (-58.3952830752128 -34.59753094814355),7,0,1,RECOLETA
"POLYGON ((-58.39160103020257 -34.59641999776194, -58.39160103020257 -34.59864189852516, -58.39405572687605 -34.59864189852516, -58.39405572687605 -34.59641999776194, -58.39160103020257 -34.59641999776194))",POINT (-58.39282837853931 -34.59753094814355),7,0,1,RECOLETA
"POLYGON ((-58.38914633352908 -34.59641999776194, -58.38914633352908 -34.59864189852516, -58.39160103020257 -34.59864189852516, -58.39160103020257 -34.59641999776194, -58.38914633352908 -34.59641999776194))",POINT (-58.39037368186582 -34.59753094814355),1,0,1,RECOLETA
"POLYGON ((-58.3866916368556 -34.59641999776194, -58.3866916368556 -34.59864189852516, -58.38914633352908 -34.59864189852516, -58.38914633352908 -34.59641999776194, -58.3866916368556 -34.59641999776194))",POINT (-58.38791898519234 -34.59753094814355),9,0,1,RECOLETA
"POLYGON ((-58.38423694018212 -34.59641999776194, -58.38423694018212 -34.59864189852516, -58.3866916368556 -34.59864189852516, -58.3866916368556 -34.59641999776194, -58.38423694018212 -34.59641999776194))",POINT (-58.38546428851886 -34.59753094814355),8,0,1,RETIRO
"POLYGON ((-58.38178224350865 -34.59641999776194, -58.38178224350865 -34.59864189852516, -58.38423694018212 -34.59864189852516, -58.38423694018212 -34.59641999776194, -58.38178224350865 -34.59641999776194))",POINT (-58.38300959184538 -34.59753094814356),8,0,1,RETIRO
"POLYGON ((-58.37932754683516 -34.59641999776194, -58.37932754683516 -34.59864189852516, -58.38178224350865 -34.59864189852516, -58.38178224350865 -34.59641999776194, -58.37932754683516 -34.59641999776194))",POINT (-58.38055489517191 -34.59753094814355),8,0,1,RETIRO
"POLYGON ((-58.37687285016168 -34.59641999776194, -58.37687285016168 -34.59864189852516, -58.37932754683516 -34.59864189852516, -58.37932754683516 -34.59641999776194, -58.37687285016168 -34.59641999776194))",POINT (-58.37810019849842 -34.59753094814355),10,0,1,RETIRO
"POLYGON ((-58.3744181534882 -34.59641999776194, -58.3744181534882 -34.59864189852516, -58.37687285016168 -34.59864189852516, -58.37687285016168 -34.59641999776194, -58.3744181534882 -34.59641999776194))",POINT (-58.37564550182494 -34.59753094814355),7,0,1,RETIRO
"POLYGON ((-58.37196345681472 -34.59641999776194, -58.37196345681472 -34.59864189852516, -58.3744181534882 -34.59864189852516, -58.3744181534882 -34.59641999776194, -58.37196345681472 -34.59641999776194))",POINT (-58.37319080515147 -34.59753094814355),16,0,1,RETIRO
"POLYGON ((-58.36950876014124 -34.59641999776194, -58.36950876014124 -34.59864189852516, -58.37196345681472 -34.59864189852516, -58.37196345681472 -34.59641999776194, -58.36950876014124 -34.59641999776194))",POINT (-58.37073610847798 -34.59753094814355),6,0,1,RETIRO
"POLYGON ((-58.35968997344731 -34.59641999776194, -58.35968997344731 -34.59864189852516, -58.36214467012079 -34.59864189852516, -58.36214467012079 -34.59641999776194, -58.35968997344731 -34.59641999776194))",POINT (-58.36091732178406 -34.59753094814355),0,1,0,PUERTO MADERO
"POLYGON ((-58.35723527677383 -34.59641999776194, -58.35723527677383 -34.59864189852516, -58.35968997344731 -34.59864189852516, -58.35968997344731 -34.59641999776194, -58.35723527677383 -34.59641999776194))",POINT (-58.35846262511057 -34.59753094814355),0,1,0,PUERTO MADERO
"POLYGON ((-58.35478058010035 -34.59641999776194, -58.35478058010035 -34.59864189852516, -58.35723527677383 -34.59864189852516, -58.35723527677383 -34.59641999776194, -58.35478058010035 -34.59641999776194))",POINT (-58.35600792843709 -34.59753094814355),0,1,0,PUERTO MADERO
"POLYGON ((-58.52169995389707 -34.59864189852516, -58.52169995389707 -34.60086379928838, -58.52415465057055 -34.60086379928838, -58.52415465057055 -34.59864189852516, -58.52169995389707 -34.59864189852516))",POINT (-58.5229273022338 -34.59975284890677),1,0,0,VILLA DEVOTO
"POLYGON ((-58.51924525722359 -34.59864189852516, -58.51924525722359 -34.60086379928838, -58.52169995389707 -34.60086379928838, -58.52169995389707 -34.59864189852516, -58.51924525722359 -34.59864189852516))",POINT (-58.52047260556033 -34.59975284890677),1,0,0,VILLA DEVOTO
"POLYGON ((-58.51679056055011 -34.59864189852516, -58.51679056055011 -34.60086379928838, -58.51924525722359 -34.60086379928838, -58.51924525722359 -34.59864189852516, -58.51679056055011 -34.59864189852516))",POINT (-58.51801790888684 -34.59975284890677),2,0,0,VILLA DEVOTO
"POLYGON ((-58.51433586387663 -34.59864189852516, -58.51433586387663 -34.60086379928838, -58.51679056055011 -34.60086379928838, -58.51679056055011 -34.59864189852516, -58.51433586387663 -34.59864189852516))",POINT (-58.51556321221337 -34.59975284890677),4,0,0,VILLA DEVOTO
"POLYGON ((-58.51188116720315 -34.59864189852516, -58.51188116720315 -34.60086379928838, -58.51433586387663 -34.60086379928838, -58.51433586387663 -34.59864189852516, -58.51188116720315 -34.59864189852516))",POINT (-58.5131085155399 -34.59975284890677),1,0,0,VILLA DEVOTO
"POLYGON ((-58.50942647052967 -34.59864189852516, -58.50942647052967 -34.60086379928838, -58.51188116720315 -34.60086379928838, -58.51188116720315 -34.59864189852516, -58.50942647052967 -34.59864189852516))",POINT (-58.51065381886641 -34.59975284890677),3,0,1,VILLA DEVOTO
"POLYGON ((-58.50697177385619 -34.59864189852516, -58.50697177385619 -34.60086379928838, -58.50942647052967 -34.60086379928838, -58.50942647052967 -34.59864189852516, -58.50697177385619 -34.59864189852516))",POINT (-58.50819912219293 -34.59975284890677),0,1,1,VILLA DEVOTO
"POLYGON ((-58.5045170771827 -34.59864189852516, -58.5045170771827 -34.60086379928838, -58.50697177385619 -34.60086379928838, -58.50697177385619 -34.59864189852516, -58.5045170771827 -34.59864189852516))",POINT (-58.50574442551945 -34.59975284890677),0,1,1,VILLA DEVOTO
"POLYGON ((-58.50206238050922 -34.59864189852516, -58.50206238050922 -34.60086379928838, -58.5045170771827 -34.60086379928838, -58.5045170771827 -34.59864189852516, -58.50206238050922 -34.59864189852516))",POINT (-58.50328972884596 -34.59975284890677),5,0,1,VILLA DEVOTO
"POLYGON ((-58.49960768383574 -34.59864189852516, -58.49960768383574 -34.60086379928838, -58.50206238050922 -34.60086379928838, -58.50206238050922 -34.59864189852516, -58.49960768383574 -34.59864189852516))",POINT (-58.50083503217249 -34.59975284890677),4,0,1,VILLA DEL PARQUE
"POLYGON ((-58.49715298716226 -34.59864189852516, -58.49715298716226 -34.60086379928838, -58.49960768383574 -34.60086379928838, -58.49960768383574 -34.59864189852516, -58.49715298716226 -34.59864189852516))",POINT (-58.498380335499 -34.59975284890677),2,0,1,VILLA DEL PARQUE
"POLYGON ((-58.49469829048878 -34.59864189852516, -58.49469829048878 -34.60086379928838, -58.49715298716226 -34.60086379928838, -58.49715298716226 -34.59864189852516, -58.49469829048878 -34.59864189852516))",POINT (-58.49592563882552 -34.59975284890677),1,0,1,VILLA DEL PARQUE
"POLYGON ((-58.4922435938153 -34.59864189852516, -58.4922435938153 -34.60086379928838, -58.49469829048878 -34.60086379928838, -58.49469829048878 -34.59864189852516, -58.4922435938153 -34.59864189852516))",POINT (-58.49347094215204 -34.59975284890677),1,0,1,VILLA DEL PARQUE
"POLYGON ((-58.48978889714181 -34.59864189852516, -58.48978889714181 -34.60086379928838, -58.4922435938153 -34.60086379928838, -58.4922435938153 -34.59864189852516, -58.48978889714181 -34.59864189852516))",POINT (-58.49101624547855 -34.59975284890677),7,0,0,VILLA DEL PARQUE
"POLYGON ((-58.48733420046833 -34.59864189852516, -58.48733420046833 -34.60086379928838, -58.48978889714181 -34.60086379928838, -58.48978889714181 -34.59864189852516, -58.48733420046833 -34.59864189852516))",POINT (-58.48856154880507 -34.59975284890677),4,0,0,VILLA DEL PARQUE
"POLYGON ((-58.48487950379485 -34.59864189852516, -58.48487950379485 -34.60086379928838, -58.48733420046833 -34.60086379928838, -58.48733420046833 -34.59864189852516, -58.48487950379485 -34.59864189852516))",POINT (-58.4861068521316 -34.59975284890677),6,0,0,VILLA DEL PARQUE
"POLYGON ((-58.48242480712138 -34.59864189852516, -58.48242480712138 -34.60086379928838, -58.48487950379485 -34.60086379928838, -58.48487950379485 -34.59864189852516, -58.48242480712138 -34.59864189852516))",POINT (-58.48365215545811 -34.59975284890677),1,0,0,VILLA DEL PARQUE
"POLYGON ((-58.47997011044789 -34.59864189852516, -58.47997011044789 -34.60086379928838, -58.48242480712138 -34.60086379928838, -58.48242480712138 -34.59864189852516, -58.47997011044789 -34.59864189852516))",POINT (-58.48119745878464 -34.59975284890677),2,0,0,VILLA DEL PARQUE
"POLYGON ((-58.47751541377441 -34.59864189852516, -58.47751541377441 -34.60086379928838, -58.47997011044789 -34.60086379928838, -58.47997011044789 -34.59864189852516, -58.47751541377441 -34.59864189852516))",POINT (-58.47874276211116 -34.59975284890677),3,0,0,VILLA DEL PARQUE
"POLYGON ((-58.47506071710093 -34.59864189852516, -58.47506071710093 -34.60086379928838, -58.47751541377441 -34.60086379928838, -58.47751541377441 -34.59864189852516, -58.47506071710093 -34.59864189852516))",POINT (-58.47628806543767 -34.59975284890677),0,1,0,PATERNAL
"POLYGON ((-58.47260602042745 -34.59864189852516, -58.47260602042745 -34.60086379928838, -58.47506071710093 -34.60086379928838, -58.47506071710093 -34.59864189852516, -58.47260602042745 -34.59864189852516))",POINT (-58.47383336876419 -34.59975284890677),7,0,0,PATERNAL
"POLYGON ((-58.47015132375397 -34.59864189852516, -58.47015132375397 -34.60086379928838, -58.47260602042745 -34.60086379928838, -58.47260602042745 -34.59864189852516, -58.47015132375397 -34.59864189852516))",POINT (-58.47137867209072 -34.59975284890677),0,1,0,PATERNAL
"POLYGON ((-58.46769662708049 -34.59864189852516, -58.46769662708049 -34.60086379928838, -58.47015132375397 -34.60086379928838, -58.47015132375397 -34.59864189852516, -58.46769662708049 -34.59864189852516))",POINT (-58.46892397541723 -34.59975284890677),2,0,0,PATERNAL
"POLYGON ((-58.465241930407 -34.59864189852516, -58.465241930407 -34.60086379928838, -58.46769662708049 -34.60086379928838, -58.46769662708049 -34.59864189852516, -58.465241930407 -34.59864189852516))",POINT (-58.46646927874375 -34.59975284890677),4,0,0,PATERNAL
"POLYGON ((-58.46278723373352 -34.59864189852516, -58.46278723373352 -34.60086379928838, -58.465241930407 -34.60086379928838, -58.465241930407 -34.59864189852516, -58.46278723373352 -34.59864189852516))",POINT (-58.46401458207026 -34.59975284890677),2,0,0,PATERNAL
"POLYGON ((-58.46033253706004 -34.59864189852516, -58.46033253706004 -34.60086379928838, -58.46278723373352 -34.60086379928838, -58.46278723373352 -34.59864189852516, -58.46033253706004 -34.59864189852516))",POINT (-58.46155988539678 -34.59975284890677),1,0,0,PATERNAL
"POLYGON ((-58.45787784038656 -34.59864189852516, -58.45787784038656 -34.60086379928838, -58.46033253706004 -34.60086379928838, -58.46033253706004 -34.59864189852516, -58.45787784038656 -34.59864189852516))",POINT (-58.4591051887233 -34.59975284890677),3,0,0,PATERNAL
"POLYGON ((-58.45542314371308 -34.59864189852516, -58.45542314371308 -34.60086379928838, -58.45787784038656 -34.60086379928838, -58.45787784038656 -34.59864189852516, -58.45542314371308 -34.59864189852516))",POINT (-58.45665049204981 -34.59975284890677),2,0,0,VILLA CRESPO
